m/z	id	match_form	mz_difference	name	pathway
408.2867	CE5856	M+H2O+H[1+]	-0.0004	9'-carboxy-alpha-chromanol	Vitamin E metabolism
408.2897	C00695	M[1+]	0.0021	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
408.2897	CE5856	M+H2O+H[1+]	0.0026	9'-carboxy-alpha-chromanol	Vitamin E metabolism
408.29	C00695	M[1+]	0.0024	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
408.29	CE5856	M+H2O+H[1+]	0.0029	9'-carboxy-alpha-chromanol	Vitamin E metabolism
408.2902	C00695	M[1+]	0.0026	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
408.2902	CE5856	M+H2O+H[1+]	0.0031	9'-carboxy-alpha-chromanol	Vitamin E metabolism
408.2904	C00695	M[1+]	0.0028	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
408.2904	CE5856	M+H2O+H[1+]	0.0033	9'-carboxy-alpha-chromanol	Vitamin E metabolism
408.2983	CE7145	M-HCOOH+H[1+]	-0.0041	13'-carboxy-alpha-tocotrienol	Vitamin E metabolism
409.0747	C04823	M-HCOOH+H[1+]	-0.0009	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole; 1-(5'-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole; 5'-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole; (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate; SAICAR	Purine metabolism
409.093	C05403	M+HCOONa[1+]	-0.0023	3-Ketolactose	Galactose metabolism$Sialic acid metabolism
409.093	C14877	M+HCOONa[1+]	0.0029		Xenobiotics metabolism
409.1094	C00718	M+K[1+]	-0.0009	Amylose; Amylose chain; (1,4-alpha-D-Glucosyl)n; (1,4-alpha-D-Glucosyl)n+1; (1,4-alpha-D-Glucosyl)n-1; 4-{(1,4)-alpha-D-Glucosyl}(n-1)-D-glucose; 1,4-alpha-D-Glucan	Starch and Sucrose Metabolism
409.1094	C05796	M+K[1+]	-0.0009	Galactan	Galactose metabolism$Sialic acid metabolism
409.2961	C00695	M+H[1+]	0.0012	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
409.3402	C00187	M+Na[1+]	-0.004	Cholesterol; Cholest-5-en-3beta-ol	Squalene and cholesterol biosynthesis$C21-steroid hormone biosynthesis and metabolism$Bile acid biosynthesis$Glycerophospholipid metabolism$Fatty Acid Metabolism
409.3402	C01189	M+Na[1+]	-0.004	5alpha-Cholest-7-en-3beta-ol; Lathosterol	Squalene and cholesterol biosynthesis
409.3402	C03091	M+Na[1+]	-0.004	5beta-Cholestan-3-one; Coprostan-3-one	
409.3402	C03845	M+Na[1+]	-0.004	5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol	Squalene and cholesterol biosynthesis
409.3402	CE2315	M+Na[1+]	-0.0039	cholesta-8(9)-en-3beta-ol	Squalene and cholesterol biosynthesis
409.3404	C00187	M+Na[1+]	-0.0038	Cholesterol; Cholest-5-en-3beta-ol	Squalene and cholesterol biosynthesis$C21-steroid hormone biosynthesis and metabolism$Bile acid biosynthesis$Glycerophospholipid metabolism$Fatty Acid Metabolism
409.3404	C01189	M+Na[1+]	-0.0038	5alpha-Cholest-7-en-3beta-ol; Lathosterol	Squalene and cholesterol biosynthesis
409.3404	C03091	M+Na[1+]	-0.0038	5beta-Cholestan-3-one; Coprostan-3-one	
409.3404	C03845	M+Na[1+]	-0.0038	5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol	Squalene and cholesterol biosynthesis
409.3404	CE2315	M+Na[1+]	-0.0037	cholesta-8(9)-en-3beta-ol	Squalene and cholesterol biosynthesis
409.3406	C00187	M+Na[1+]	-0.0036	Cholesterol; Cholest-5-en-3beta-ol	Squalene and cholesterol biosynthesis$C21-steroid hormone biosynthesis and metabolism$Bile acid biosynthesis$Glycerophospholipid metabolism$Fatty Acid Metabolism
409.3406	C01189	M+Na[1+]	-0.0036	5alpha-Cholest-7-en-3beta-ol; Lathosterol	Squalene and cholesterol biosynthesis
409.3406	C03091	M+Na[1+]	-0.0036	5beta-Cholestan-3-one; Coprostan-3-one	
409.3406	C03845	M+Na[1+]	-0.0036	5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol	Squalene and cholesterol biosynthesis
409.3406	CE2315	M+Na[1+]	-0.0035	cholesta-8(9)-en-3beta-ol	Squalene and cholesterol biosynthesis
409.3654	C05446	M-CO+H[1+]	-0.0022	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetraol; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol	Bile acid biosynthesis$C21-steroid hormone biosynthesis and metabolism
409.3654	CE0232	M-CO+H[1+]	-0.0021	5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol	Bile acid biosynthesis
409.3654	CE1272	M-CO+H[1+]	-0.0021	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	Bile acid biosynthesis
409.3654	CE1277	M-CO2+H[1+]	-0.0023	5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol	Bile acid biosynthesis
409.3654	CE1278	M-CO2+H[1+]	-0.0023	5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol	Bile acid biosynthesis
409.3654	CE1279	M-CO2+H[1+]	-0.0023	5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol	Bile acid biosynthesis
409.3654	CE4874	M-CO2+H[1+]	-0.0023	5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	Bile acid biosynthesis
409.3661	C05446	M-CO+H[1+]	-0.0015	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetraol; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol	Bile acid biosynthesis$C21-steroid hormone biosynthesis and metabolism
409.3661	CE0232	M-CO+H[1+]	-0.0014	5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol	Bile acid biosynthesis
409.3661	CE1272	M-CO+H[1+]	-0.0014	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	Bile acid biosynthesis
409.3661	CE1277	M-CO2+H[1+]	-0.0016	5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol	Bile acid biosynthesis
409.3661	CE1278	M-CO2+H[1+]	-0.0016	5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol	Bile acid biosynthesis
409.3661	CE1279	M-CO2+H[1+]	-0.0016	5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol	Bile acid biosynthesis
409.3661	CE4874	M-CO2+H[1+]	-0.0016	5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	Bile acid biosynthesis
409.3662	C05446	M-CO+H[1+]	-0.0014	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetraol; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol	Bile acid biosynthesis$C21-steroid hormone biosynthesis and metabolism
409.3662	CE0232	M-CO+H[1+]	-0.0013	5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol	Bile acid biosynthesis
409.3662	CE1272	M-CO+H[1+]	-0.0013	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	Bile acid biosynthesis
409.3662	CE1277	M-CO2+H[1+]	-0.0015	5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol	Bile acid biosynthesis
409.3662	CE1278	M-CO2+H[1+]	-0.0015	5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol	Bile acid biosynthesis
409.3662	CE1279	M-CO2+H[1+]	-0.0015	5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol	Bile acid biosynthesis
409.3662	CE4874	M-CO2+H[1+]	-0.0015	5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	Bile acid biosynthesis
409.3663	C05446	M-CO+H[1+]	-0.0013	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetraol; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol	Bile acid biosynthesis$C21-steroid hormone biosynthesis and metabolism
409.3663	CE0232	M-CO+H[1+]	-0.0012	5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol	Bile acid biosynthesis
409.3663	CE1272	M-CO+H[1+]	-0.0012	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	Bile acid biosynthesis
409.3663	CE1277	M-CO2+H[1+]	-0.0014	5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol	Bile acid biosynthesis
409.3663	CE1278	M-CO2+H[1+]	-0.0014	5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol	Bile acid biosynthesis
409.3663	CE1279	M-CO2+H[1+]	-0.0014	5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol	Bile acid biosynthesis
409.3663	CE4874	M-CO2+H[1+]	-0.0014	5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	Bile acid biosynthesis
410.0664	C03410	M+HCOOK[1+]	-0.0031	N-Glycoloyl-neuraminate; N-Glycolylneuraminate; NeuNGc	Aminosugars metabolism
410.1564	C00101	M-H4O2+H[1+]	-0.0007	Tetrahydrofolate; 5,6,7,8-Tetrahydrofolate; Tetrahydrofolic acid; THF; (6S)-Tetrahydrofolate; (6S)-Tetrahydrofolic acid; (6S)-THFA	Purine metabolism$Vitamin B9 (folate) metabolism$Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Urea cycle/amino group metabolism$Selenoamino acid metabolism$Histidine metabolism
410.1576	C00101	M-H4O2+H[1+]	0.0005	Tetrahydrofolate; 5,6,7,8-Tetrahydrofolate; Tetrahydrofolic acid; THF; (6S)-Tetrahydrofolate; (6S)-Tetrahydrofolic acid; (6S)-THFA	Purine metabolism$Vitamin B9 (folate) metabolism$Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Urea cycle/amino group metabolism$Selenoamino acid metabolism$Histidine metabolism
410.1709	C16662	M+HCOOK[1+]	-0.0019	L-alpha-Acetyl-N,N-dinormethadol; dinor-LAAM	Drug metabolism - cytochrome P450
410.1712	C16662	M+HCOOK[1+]	-0.0016	L-alpha-Acetyl-N,N-dinormethadol; dinor-LAAM	Drug metabolism - cytochrome P450
410.1718	C16662	M+HCOOK[1+]	-0.001	L-alpha-Acetyl-N,N-dinormethadol; dinor-LAAM	Drug metabolism - cytochrome P450
410.1751	C16662	M+HCOOK[1+]	0.0023	L-alpha-Acetyl-N,N-dinormethadol; dinor-LAAM	Drug metabolism - cytochrome P450
410.1909	C07108	M+K[1+]	0.0032	Tamoxifen	Drug metabolism - cytochrome P450
410.2055	C05011	M+Na[1+]	-0.0036	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2055	C16544	M+Na[1+]	-0.0036	alpha-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2055	C16545	M+Na[1+]	-0.0036		Drug metabolism - cytochrome P450
410.2109	C05011	M+Na[1+]	0.0018	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2109	C16544	M+Na[1+]	0.0018	alpha-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2109	C16545	M+Na[1+]	0.0018		Drug metabolism - cytochrome P450
410.2111	C05011	M+Na[1+]	0.002	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2111	C16544	M+Na[1+]	0.002	alpha-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2111	C16545	M+Na[1+]	0.002		Drug metabolism - cytochrome P450
410.2114	C05011	M+Na[1+]	0.0023	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2114	C16544	M+Na[1+]	0.0023	alpha-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2114	C16545	M+Na[1+]	0.0023		Drug metabolism - cytochrome P450
410.2118	C05011	M+Na[1+]	0.0027	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2118	C16544	M+Na[1+]	0.0027	alpha-Hydroxytamoxifen	Drug metabolism - cytochrome P450
410.2118	C16545	M+Na[1+]	0.0027		Drug metabolism - cytochrome P450
410.232	C03577	M-HCOOH+H[1+]	-0.0041	20-Hydroxyleukotriene E4; 20-OH-LTE4; 20-OH-Leukotriene E4	Leukotriene metabolism
410.2389	C03577	M-HCOOH+H[1+]	0.0028	20-Hydroxyleukotriene E4; 20-OH-LTE4; 20-OH-Leukotriene E4	Leukotriene metabolism
410.2389	CE4980	M-NH3+H[1+]	-0.0036	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2414	CE2863	M(S34)+H[1+]	-0.0037	neurotensin 11-13	
410.2414	CE4980	M-NH3+H[1+]	-0.0011	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2437	CE2863	M(Cl37)+H[1+]	-0.0028	neurotensin 11-13	
410.2437	CE2863	M(S34)+H[1+]	-0.0014	neurotensin 11-13	
410.2437	CE4980	M-NH3+H[1+]	0.0012	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2439	CE2863	M(Cl37)+H[1+]	-0.0026	neurotensin 11-13	
410.2439	CE2863	M(S34)+H[1+]	-0.0012	neurotensin 11-13	
410.2439	CE4980	M-NH3+H[1+]	0.0014	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.244	CE2863	M(Cl37)+H[1+]	-0.0025	neurotensin 11-13	
410.244	CE2863	M(S34)+H[1+]	-0.0011	neurotensin 11-13	
410.244	CE4980	M-NH3+H[1+]	0.0015	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2441	CE2863	M(Cl37)+H[1+]	-0.0024	neurotensin 11-13	
410.2441	CE2863	M(S34)+H[1+]	-0.001	neurotensin 11-13	
410.2441	CE4980	M-NH3+H[1+]	0.0016	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2442	CE2863	M(Cl37)+H[1+]	-0.0023	neurotensin 11-13	
410.2442	CE2863	M(S34)+H[1+]	-0.0009	neurotensin 11-13	
410.2442	CE4980	M-NH3+H[1+]	0.0017	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2443	CE2863	M(Cl37)+H[1+]	-0.0022	neurotensin 11-13	
410.2443	CE2863	M(S34)+H[1+]	-0.0008	neurotensin 11-13	
410.2443	CE4980	M-NH3+H[1+]	0.0018	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2444	CE2863	M(Cl37)+H[1+]	-0.0021	neurotensin 11-13	
410.2444	CE2863	M(S34)+H[1+]	-0.0007	neurotensin 11-13	
410.2444	CE4980	M-NH3+H[1+]	0.0019	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2445	CE2863	M(Cl37)+H[1+]	-0.002	neurotensin 11-13	
410.2445	CE2863	M(S34)+H[1+]	-0.0006	neurotensin 11-13	
410.2445	CE4980	M-NH3+H[1+]	0.002	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2447	CE2863	M(Cl37)+H[1+]	-0.0018	neurotensin 11-13	
410.2447	CE2863	M(S34)+H[1+]	-0.0004	neurotensin 11-13	
410.2447	CE4980	M-NH3+H[1+]	0.0022	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2448	CE2863	M(Cl37)+H[1+]	-0.0017	neurotensin 11-13	
410.2448	CE2863	M(S34)+H[1+]	-0.0003	neurotensin 11-13	
410.2448	CE4980	M-NH3+H[1+]	0.0023	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2449	CE2863	M(Cl37)+H[1+]	-0.0016	neurotensin 11-13	
410.2449	CE2863	M(S34)+H[1+]	-0.0002	neurotensin 11-13	
410.2449	CE4980	M-NH3+H[1+]	0.0024	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2453	CE2863	M(Cl37)+H[1+]	-0.0012	neurotensin 11-13	
410.2453	CE2863	M(S34)+H[1+]	0.0002	neurotensin 11-13	
410.2453	CE4980	M-NH3+H[1+]	0.0028	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2454	CE2863	M(Cl37)+H[1+]	-0.0011	neurotensin 11-13	
410.2454	CE2863	M(S34)+H[1+]	0.0003	neurotensin 11-13	
410.2454	CE4980	M-NH3+H[1+]	0.0029	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2456	CE2863	M(Cl37)+H[1+]	-0.0009	neurotensin 11-13	
410.2456	CE2863	M(S34)+H[1+]	0.0005	neurotensin 11-13	
410.2456	CE4980	M-NH3+H[1+]	0.0031	Prostaglandin PGE2 glyceryl ester	Prostaglandin formation from arachidonate
410.2469	CE2863	M(Cl37)+H[1+]	0.0004	neurotensin 11-13	
410.2469	CE2863	M(S34)+H[1+]	0.0018	neurotensin 11-13	
410.2494	CE2863	M(Cl37)+H[1+]	0.0029	neurotensin 11-13	
410.2653	ttdcrn	M+K[1+]	-0.001	tetradecanoyl carnitine	Carnitine shuttle
410.3008	C00695	M(C13)+H[1+]	0.0025	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
410.3008	CE2890	M-H4O2+H[1+]	0.0022	dynorphin A (6-8)	Dynorphin metabolism
410.3014	C00695	M(C13)+H[1+]	0.0031	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
410.3014	CE2890	M-H4O2+H[1+]	0.0028	dynorphin A (6-8)	Dynorphin metabolism
411.1618	C00445	M-HCOOH+H[1+]	-0.0033	5,10-Methenyltetrahydrofolate	Vitamin B9 (folate) metabolism
411.1628	C00445	M-HCOOH+H[1+]	-0.0023	5,10-Methenyltetrahydrofolate	Vitamin B9 (folate) metabolism
411.1842	C11133	M-H4O2+H[1+]	0.004	Estrone glucuronide; Estrone 3-glucuronide; Estrone beta-D-glucuronide	Androgen and estrogen biosynthesis and metabolism
411.1842	estroneglc	M-H4O2+H[1+]	0.0041	estrone glucuronide	C21-steroid hormone biosynthesis and metabolism
411.2813	CE4753	M-H4O2+H[1+]	-0.0026	dynorphin B (10-13)	Dynorphin metabolism
411.2825	CE4753	M-H4O2+H[1+]	-0.0014	dynorphin B (10-13)	Dynorphin metabolism
411.2828	CE4753	M-H4O2+H[1+]	-0.0011	dynorphin B (10-13)	Dynorphin metabolism
411.2881	C00695	M(Cl37)+H[1+]	-0.004	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
411.2881	C00695	M(S34)+H[1+]	-0.0026	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
411.2888	C00695	M(Cl37)+H[1+]	-0.0033	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
411.2888	C00695	M(S34)+H[1+]	-0.0019	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
411.2893	C00695	M(Cl37)+H[1+]	-0.0028	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
411.2893	C00695	M(S34)+H[1+]	-0.0014	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid	Bile acid biosynthesis
411.3104	C02528	M+H2O+H[1+]	-0.0002	Chenodeoxycholate; Chenodeoxycholic acid; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid; Chenodiol	Bile acid biosynthesis
411.3104	C04483	M+H2O+H[1+]	-0.0002	3alpha,12alpha-Dihydroxy-5beta-cholanate; Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid	Bile acid biosynthesis
411.3104	C15517	M+H2O+H[1+]	-0.0002	Hyodeoxycholate; 6alpha-Hydroxylithocholate; 3alpha,6alpha-Dihydroxy-5beta-cholanic acid	Bile acid biosynthesis
411.3114	C02528	M+H2O+H[1+]	0.0008	Chenodeoxycholate; Chenodeoxycholic acid; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid; Chenodiol	Bile acid biosynthesis
411.3114	C04483	M+H2O+H[1+]	0.0008	3alpha,12alpha-Dihydroxy-5beta-cholanate; Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid	Bile acid biosynthesis
411.3114	C15517	M+H2O+H[1+]	0.0008	Hyodeoxycholate; 6alpha-Hydroxylithocholate; 3alpha,6alpha-Dihydroxy-5beta-cholanic acid	Bile acid biosynthesis
411.3651	44mctr	M+H[1+]	0.003	4,4-dimethylcholesta-8,14,24-trienol	Squalene and cholesterol biosynthesis
411.3651	C11455	M+H[1+]	0.0029	4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	Squalene and cholesterol biosynthesis
411.3651	C11508	M+H[1+]	0.0029	4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol; delta8,14 -Sterol	
411.3651	C11509	M-H2O+H[1+]	0.003	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	
411.3651	C15783	M+H[1+]	0.0029	5-Dehydroavenasterol	Squalene and cholesterol biosynthesis
411.3651	CE5022	M-H4O2+H[1+]	0.003		Vitamin E metabolism
411.3651	CE5835	M-H4O2+H[1+]	0.003		Vitamin E metabolism
411.3651	CE5842	M-H4O2+H[1+]	0.003	13'-hydroxy-alpha-tocopherol	Vitamin E metabolism
412.1649	C16547	M+K[1+]	-0.0021	4-Hydroxy-N-desmethyltamoxifen; Endoxifen	Drug metabolism - cytochrome P450
412.1649	C16549	M+K[1+]	-0.0021	alpha-Hydroxy-N-desmethyltamoxifen	Drug metabolism - cytochrome P450
412.1889	C16548	M+HCOONa[1+]	0.0006	N,N-Didesmethyltamoxifen	Drug metabolism - cytochrome P450
412.1899	C16548	M+HCOONa[1+]	0.0016	N,N-Didesmethyltamoxifen	Drug metabolism - cytochrome P450
412.1911	C16548	M+HCOONa[1+]	0.0028	N,N-Didesmethyltamoxifen	Drug metabolism - cytochrome P450
412.1913	C16548	M+HCOONa[1+]	0.003	N,N-Didesmethyltamoxifen	Drug metabolism - cytochrome P450
412.1916	C16548	M+HCOONa[1+]	0.0033	N,N-Didesmethyltamoxifen	Drug metabolism - cytochrome P450
412.1981	C08012	M+NaCl[1+]	-0.0033	Levomethadyl acetate; LAAM	Drug metabolism - cytochrome P450
412.1981	CE4989	M+NaCl[1+]	-0.0006	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
412.1981	CE5663	M+NaCl[1+]	-0.0006	13,14-dihydro- lipoxin A4	Arachidonic acid metabolism
412.1981	CE5828	M+NaCl[1+]	-0.0006		Prostaglandin formation from arachidonate
412.1981	CE5924	M+NaCl[1+]	-0.0006		Prostaglandin formation from arachidonate
412.1981	CE5929	M+NaCl[1+]	-0.0006		Prostaglandin formation from arachidonate
412.1981	CE5931	M+NaCl[1+]	-0.0006		Prostaglandin formation from arachidonate
412.1981	CE6234	M+NaCl[1+]	-0.0006	prostaglandin H1	Prostaglandin formation from dihomo gama-linoleic acid
412.1981	CE7093	M+NaCl[1+]	-0.0006	13,14-dihydro-15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
412.2037	C08012	M+NaCl[1+]	0.0023	Levomethadyl acetate; LAAM	Drug metabolism - cytochrome P450
412.2949	CE7072	M-CO+H[1+]	-0.0022	13'-carboxy-gama-tocotrienol	Vitamin E metabolism
413.0792	C00100	M(C13)+2H[2+]	-0.0005	Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A	Valine, leucine and isoleucine degradation$Beta-Alanine metabolism$Bile acid biosynthesis$Vitamin E metabolism$Propanoate metabolism$Glycine, serine, alanine and threonine metabolism$Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation$Carnitine shuttle$Phytanic acid peroxisomal oxidation$Fatty acid oxidation$Trihydroxycoprostanoyl-CoA beta-oxidation$Fatty acid oxidation, peroxisome
413.1473	CE6229	M(C13)+H[1+]	0.0015	13E-tetranor-16-carboxy-LTE4	Leukotriene metabolism
413.1773	C00445	M-CO2+H[1+]	-0.0034	5,10-Methenyltetrahydrofolate	Vitamin B9 (folate) metabolism
413.1788	C00445	M-CO2+H[1+]	-0.0019	5,10-Methenyltetrahydrofolate	Vitamin B9 (folate) metabolism
413.208	C00639	M+NaCl[1+]	0.0015	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
413.208	C04741	M+NaCl[1+]	0.0015	Alprostadil; Prostaglandin E1; (13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate	Prostaglandin formation from arachidonate$Prostaglandin formation from dihomo gama-linoleic acid$Arachidonic acid metabolism
413.208	C04843	M+NaCl[1+]	0.0015	(5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoate; (5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoic acid; Trioxilin A3	Arachidonic acid metabolism
413.208	C05959	M+NaCl[1+]	0.0015	11-epi-Prostaglandin F2alpha; 11-epi-Prostaglandin F2a; 11-epi-PGF2alpha; 11-epi-PGF2a	Prostaglandin formation from arachidonate
413.208	C06429	M+HCOOK[1+]	-0.0008	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid	De novo fatty acid biosynthesis
